CD_CVM;Company_Name
25780;PETRORECÔNCAVO S.A.
25798;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.
25801;RODOBENS SA
25810;ATHENA SAÚDE BRASIL SA
25836;DOTZ S.A.
25844;TEGRA INCORPORADORA S.A.
25852;W2W E-COMMERCE DE VINHOS S.A.
25860;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.
25879;KORA SAÚDE PARTICIPAÇÕES S.A.
25887;GETNINJAS S.A.
25895;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.
25909;EMCCAMP RESIDENCIAL S.A.
25917;RAÍZEN S.A.
25925;BIONEXO S.A.
25933;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.
25950;TRÊS TENTOS AGROINDUSTRIAL S/A
25976;YUNY INCORPORADORA HOLDING S.A.
25984;COMPANHIA BRASILEIRA DE ALUMÍNIO
25992;INTERCEMENT BRASIL S.A.
26000;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.
26026;DESKTOP S.A.
26034;GRUPO MULTI S.A.
26050;UNIFIQUE TELECOMUNICAÇÕES S.A.
26069;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.
26077;TC S.A.
26085;BRISANET PARTICIPAÇÕES S.A.
26093;CLEAR SALE S.A.
26123;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.
26131;ENTALPIA PARTICIPAÇÕES S.A.
26140;GETNET ADQ E SERV PARA MEIOS DE PAGTO S.A. - INST PAGTO
26158;ESSENTIA PCHS S.A.
26166;GRUPO FARTURA DE HORTIFRUT S.A.
26174;AES BRASIL OPERAÇÕES S.A.
26190;CARAMURU ALIMENTOS S.A.
26204;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.
26247;WILSON SONS S.A.
26255;TIGRE S.A. PARTICIPAÇÕES
26271;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.
26280;COMERC ENERGIA S.A.
26298;RIO ENERGY PARTICIPAÇÕES S.A.
26301;UNIGEL PARTICIPAÇÕES S.A.
26328;MONTE RODOVIAS S.A.
26336;FULWOOD S.A.
26352;RODOVIAS DO BRASIL HOLDING S.A.
26379;MADERO INDÚSTRIA E COMÉRCIO S.A.
26387;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.
26395;ALMEIDA JUNIOR SHOPPING CENTERS S.A.
26409;VERO S.A.
26417;OLIVEIRA TRUST S.A.
26441;SERENA ENERGIA S.A.
26468;HOSPITAL ANCHIETA S.A.
26476;AMMO VAREJO S.A.
26506;LUPO S.A.
26514;ASA BRANCA HOLDING S.A.
26522;CERRADINHO BIOENERGIA S.A.
26530;CENCOSUD BRASIL COMERCIAL S.A.
26549;CLARANET TECHNOLOGY S.A.
26557;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.
26565;HOLDING DO ARAGUAIA S.A.
26573;TROCAFONE S.A.
26603;GSH CORP PARTICIPAÇÕES S.A.
26620;AUREN ENERGIA S.A.
26646;CANTU STORE S.A.
26689;HOLDING VERZANI E SANDRINI S.A.
26697;FOZ DO RIO CLARO ENERGIA S.A.
26700;EUROFARMA LABORATÓRIOS S.A.
26760;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.
26786;SENIOR SISTEMAS S.A.
26794;SELF IT ACADEMIAS HOLDING S.A.
26867;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.
26891;ELETRORIVER S.A.
26956;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.
26964;REAG INVESTIMENTOS S.A.
26972;CREDGRID SERVIÇOS FINANCEIROS S.A.
26980;BORRACHAS VIPAL S.A.
27006;RIO ALTO STL HOLDING I S.A.
27014;SOLAR BEBIDAS S.A.
27022;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.
27049;ORIZON MEIO AMBIENTE S.A.
27057;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.
27073;SOLVI ESSENCIS AMBIENTAL S.A.
27090;TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.
27103;CHINA THREE GORGES BRASIL ENERGIA S.A.
27138;SAFIRA HOLDING S.A.
27154;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G
27162;UNIDAS LOCADORA S.A.
27189;VOTORANTIM CIMENTOS S.A.
27219;GRANJA FARIA S.A.
27227;ORIGEM ENERGIA S.A.
27243;CLI SUL S.A.
27260;CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.
27278;DESCARBONIZE SOLUÇÕES S.A.
27324;AGASUS S.A.
27332;HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.
27340;CONSTRUTORA METROCASA S.A.
27367;LIGGA TELECOMUNICAÇÕES S.A.
27375;BRASIL BIOFUELS S.A.
27383;LETS RENT A CAR S/A
27391;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.
27413;AUTOMOB S.A.
27430;ALUBAR METAIS E CABOS S.A.
27472;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.
27480;CIA DE GER. E TRANS. DE ENERGIA ELÉTRICA DO SUL DO BRASIL
27499;BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.
27502;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.
80020;GP INVESTMENTS, LTD.
80047;WILSON SONS LTD.
80063;BCO PATAGONIA S.A.
80071;COSAN LIMITED
80080;AGRENCO LIMITED
80098;LAEP INVESTMENTS LTD
80101;SOLVAY INDUPA SAIC
80110;DUFRY A.G.
80136;TGLT S/A
80144;PACIFIC RUBIALES ENERGY CORP.
80152;PPLA PARTICIPATIONS LTD.
80160;BANCO SANTANDER S.A.
80179;BIOTOSCANA INVESTMENTS S.A.
80187;AURA MINERALS INC.
80195;G2D INVESTMENTS, LTD.
80209;NU HOLDINGS LTD.
80217;INTER & CO, INC.
80225;ALMACENES ÉXITO S.A.
902123;MULTILASER INDUSTRIAL S.A.
